36155,18
68971,12
18234,29
16880,12
57122,28
98722,35
74025,8
28173,13
17653,34
39153,25
50634,32
31587,30
89834,24
49118,26
85264,23
86856,12
34408,21
70737,20
52473,14
23845,6
39918,29
12557,22
20358,17
25886,7
98928,25
56503,15
99863,28
99799,18
25517,31
40463,20
39932,17
45523,34
89280,28
72641,11
46276,27
81237,30
80889,15
38301,26
86225,26
72904,21
49588,17
72585,11
15668,22
30158,21
57252,13
37853,24
94204,26
72093,34
43584,8
70448,16
71550,35
69540,14
87991,27
57329,26
48987,15
61147,20
22803,30
13171,34
72781,12
89282,16
58542,11
69720,10
46948,10
88780,9
65033,17
37942,28
11408,16
84092,19
73761,18
38043,16
11308,21
18132,12
72216,30
53962,9
67914,27
31770,10
28324,15
83114,21
39193,21
87177,27
84737,18
17702,7
10331,30
52250,29
10728,23
32869,14
91445,21
39335,6
17388,19
50696,23
70510,29
51888,32
21979,10
60293,26
58132,15
21481,11
61282,24
57412,23
49719,6
28647,32
41942,26
18655,7
52593,35
32650,26
10470,29
48640,32
15931,14
13009,7
95637,12
93258,31
32236,29
33422,26
51015,7
73039,14
99720,27
61400,7
32093,23
30812,35
70741,18
46977,10
91196,32
71132,28
89423,13
21202,14
61514,20
68145,13
19636,16
67450,23
48983,17
64403,18
34408,34
71472,14
30593,17
66358,20
13609,7
44598,22
81155,28
95288,17
19514,21
83241,11
94533,18
75407,21
17407,15
94857,32
93558,25
59119,14
82067,6
90122,34
27628,18
55544,21
66671,24
33251,21
17472,8
50431,16
46874,14
51780,33
62748,18
52323,32
30321,10
27509,32
49288,28
61363,17
55786,9
77098,29
88604,35
25507,27
11739,15
61314,15
22927,12
50175,35
89381,23
53055,25
27736,25
72002,17
57795,6
75146,7
28705,24
15988,32
14916,32
10822,35
41879,25
52305,18
18807,28
89960,14
85103,10
75302,6
73647,12
11398,31
33372,33
26354,32
47844,16
33240,31
34674,9
54593,18
31975,26
33338,13
27975,20
66549,12
21642,8
60437,19
77459,18
60546,17
36590,27
40156,35
63366,12
66870,10
72804,10
59781,6
46155,24
22379,35
33887,20
12808,10
90731,19
83547,13
62531,29
73698,11
41682,28
20905,6
80902,32
60120,23
81546,20
83608,6
14200,9
60964,7
92768,24
83829,21
93622,23
25368,14
44410,18
52993,31
90076,9
47092,29
56950,19
81113,34
11550,22
29528,21
15473,23
25557,28
69377,6
19832,29
90569,28
38329,34
97582,11
33747,28
61730,31
66214,17
46520,27
70974,26
17876,6
54376,24
39427,24
13968,17
46589,15
50574,16
47775,18
65096,16
36681,26
94487,10
80729,19
84371,15
25752,6
43975,11
92941,31
20121,16
90353,20
71040,25
57104,21
50762,14
74059,34
59824,26
77075,33
40574,11
31334,13
17706,27
80575,22
91757,25
27283,11
48946,14
31283,32
50671,23
27067,9
51940,34
75410,35
85825,29
32041,25
47989,31
90854,10
62224,14
72189,12
93784,25
77433,18
59834,16
61312,7
50439,16
16185,10
14026,31
54044,35
53327,24
49513,17
49868,13
47459,14
51675,9
20937,7
76343,7
62852,10
64473,6
95065,29
84014,29
60330,9
43392,26
56933,20
75363,8
65149,23
41969,33
70649,34
84785,14
78827,25
32196,19
94728,18
30489,21
37500,18
79175,33
59626,6
90144,27
24360,26
16580,15
12477,28
77027,33
60793,17
56249,22
73775,30
42657,25
39861,15
33760,14
58818,16
85934,9
90023,31
44066,9
74622,30
58315,23
72634,25
78118,35
88733,21
33842,6
92796,15
90482,22
92185,26
81793,20
14475,9
61676,13
77678,24
24210,29
86729,34
48977,10
44234,25
29038,28
85418,33
85523,7
15745,17
78804,30
14310,13
42445,12
52255,14
29710,11
16030,32
15324,23
32147,14
86032,8
54729,34
21255,34
16808,9
66290,14
19495,10
75576,35
86807,28
47890,25
42832,28
27162,20
32457,33
39366,23
74974,13
18623,20
61902,24
54821,22
16506,28
60106,9
33417,30
77267,34
66945,8
20788,15
59363,12
40883,15
52539,17
30154,20
19679,16
85273,22
67129,22
29074,31
10565,10
73667,20
68692,11
93140,9
26851,15
46386,22
10333,13
87497,11
83137,6
12426,20
90401,29
11264,11
45898,6
48896,27
92519,35
52118,27
65680,33
94555,20
43208,25
70049,16
36922,13
22221,10
99135,26
54213,31
54091,25
77665,24
57037,27
95121,13
21221,21
17543,25
78103,12
26496,11
86523,26
92395,8
37485,17
82373,11
40575,26
27988,25
67328,31
27245,27
56060,23
30825,13
31637,31
26914,33
96623,27
43237,31
59801,6
64259,8
15372,34
37373,14
79682,17
60153,9
87317,23
35929,31
56174,14
63686,13
40040,17
22358,11
97397,33
95910,6
55518,6
21965,23
99800,34
65989,15
15804,9
63160,26
59992,32
94138,9
11103,9
45510,25
59684,15
45342,26
19853,9
55881,11
89272,18
21302,9
98762,14
81183,28
33659,34
21253,32
95884,34
81169,18
73426,33
73862,19
49583,6
25743,31
58157,14
51225,11
65535,19
54091,32
50570,19
49672,25
97986,19
73893,13
19361,11
86776,7
98517,20
73879,23
58771,35
96608,12
45520,8
76495,31
31669,13
63547,26
85239,24
23269,29
52117,12
50294,21
57311,10
48899,13
27137,19
40135,14
25146,9
89108,7
62267,32
66806,25
55321,14
54897,17
73415,23
46722,27
87909,6
48289,20
12065,7
62776,28
14350,11
15389,17
